Wort,Count,Lemma,Pos,Number,Case,Gender,VerbForm,Person,Mood,Tense,Degree,PronType,Foreign,Poss,Definite,Reflex
amerikanischer,1,amerikanisch,ADJ,Sing,Nom,Masc,,,,,Pos,,,,,
mochten,1,mochen,AUX,Plur,,,Fin,3,Ind,Past,,,,,,
weist,1,weisen,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
beantwortete,1,beantwortet,ADJ,Sing,Nom,Fem,,,,,Pos,,,,,
historische,1,historisch,ADJ,Sing,Nom,Fem,,,,,Pos,,,,,
aufgereiht,1,aufreihen,VERB,,,,Part,,,,,,,,,
neuste,1,neu,ADJ,Sing,Nom,Fem,,,,,Sup,,,,,
centre,1,centre,X,,,,,,,,,,Yes,,,
mondes,1,monder,ADJ,Sing,Nom,Neut,,,,,Pos,,,,,
findest,1,Findest,PROPN,Sing,Nom,Neut,,,,,,,,,,
verirrt,1,verirren,VERB,,,,Part,,,,,,,,,
fragte,1,fragen,VERB,Sing,,,Fin,3,Ind,Past,,,,,,
tat,1,tun,VERB,Sing,,,Fin,3,Ind,Past,,,,,,
fenster,1,Fenster,NOUN,Plur,Nom,Neut,,,,,,,,,,
kreuzen,1,kreuzen,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
aufgesetzt,1,aufgesetzt,VERB,,,,Part,,,,,,,,,
normale,1,normal,ADJ,Plur,Nom,Masc,,,,,Pos,,,,,
raumfahrt,1,raumfahren,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
miteinzubeziehen,1,miteinzubeziehen,VERB,,,,Inf,,,,,,,,,
wacker,1,Wacker,NOUN,Plur,Nom,Masc,,,,,,,,,,
bursche,1,bursch,ADJ,Sing,Nom,Fem,,,,,Pos,,,,,
reist,1,reisen,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
prinzip,1,Prinzip,NOUN,Sing,Nom,Neut,,,,,,,,,,
begreifen,1,begreifen,VERB,,,,Inf,,,,,,,,,
durchtrennt,1,durchtrennen,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
rollen,1,rollen,VERB,,,,Inf,,,,,,,,,
non,1,non,PROPN,Sing,Nom,,,,,,,,,,,
terrestrisch,1,terrestrisch,ADV,,,,,,,,Pos,,,,,
zeitzone,1,zeitzone,NOUN,Sing,Nom,Fem,,,,,,,,,,
irdische,1,irdisch,ADJ,Sing,Nom,Fem,,,,,Pos,,,,,
neuesten,1,neu,VERB,Plur,,,Fin,3,Ind,Past,,,,,,
raumfahrtprogramm,1,raumfahrtprogramm,ADV,,,,,,,,Pos,,,,,
anscheinend,1,anscheinend,ADV,,,,,,,,Pos,,,,,
cooler,1,Cooler,PROPN,Sing,Nom,,,,,,,,,,,
coole,1,Coole,PROPN,Sing,Nom,,,,,,,,,,,
oi,1,oi,PROPN,Sing,Nom,,,,,,,,,,,
ereignisse,1,Ereignis,NOUN,Plur,Nom,Neut,,,,,,,,,,
paradoxon,1,Paradoxon,PROPN,Sing,Nom,Masc,,,,,,,,,,
umgeschrieben,1,umgeschrieben,VERB,,,,Inf,,,,,,,,,
drunter,1,drunter,ADV,,,,,,,,,,,,,
netz,1,Netz,NOUN,Sing,Nom,Neut,,,,,,,,,,
tunneln,1,tunneln,VERB,,,,Inf,,,,,,,,,
lebenszeichen,1,lebenszeich,ADJ,Sing,Acc,Masc,,,,,Pos,,,,,
taucht,1,tauchen,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
schlimmste,1,schlimm,ADJ,Sing,Nom,Fem,,,,,Sup,,,,,
schreihals,1,Schreihal,ADV,,,,,,,,,,,,,
bar,1,bar,ADV,,,,,,,,Pos,,,,,
gebt,1,ben,VERB,,,,Part,,,,,,,,,
wartungsluke,1,Wartungsluke,PROPN,Sing,Nom,,,,,,,,,,,
dahinter,1,dahinter,ADV,,,,,,,,,,,,,
bild,1,Bild,NOUN,Sing,Nom,Neut,,,,,,,,,,
ausmalen,1,ausmalen,VERB,,,,Inf,,,,,,,,,
ausschau,1,Ausschau,NOUN,Sing,Nom,Fem,,,,,,,,,,
gemeint,1,meinen,VERB,,,,Part,,,,,,,,,
schlimmeren,1,schlimmeren,VERB,,,,Inf,,,,,,,,,
traf,1,treffen,VERB,Sing,,,Fin,3,Ind,Past,,,,,,
beeindruckendes,1,beeindruckendes,ADJ,Sing,Nom,Neut,,,,,Sup,,,,,
entgegengesetzte,1,entgegengesetzen,VERB,Sing,,,Fin,3,Ind,Past,,,,,,
geringste,1,gering,ADJ,Sing,Nom,Neut,,,,,Sup,,,,,
umbringen,1,umbringen,VERB,,,,Part,,,,,,,,,
jahrhunderten,1,Jahrhundert,PRON,Plur,Dat,Masc,,,,,,Ind,,,,
rausgeworfen,1,rausgeworfen,VERB,,,,Inf,,,,,,,,,
meinungsverschiedenheiten,1,Meinungsverschiedenheit,VERB,Plur,,,Fin,3,Ind,Past,,,,,,
verbrechen,1,verbrechen,VERB,,,,Part,,,,,,,,,
geheim,1,Geheim,ADV,,,,,,,,Pos,,,,,
irgendwelches,1,irgendwelch,ADJ,Sing,Nom,Neut,,,,,Pos,,,,,
solchem,1,solcher,DET,Sing,Dat,Masc,,,,,,Ind,,,,
schlag,1,Schlag,VERB,Sing,,,,2,Imp,,,,,,,
go,1,go,PROPN,Sing,Nom,,,,,,,,,,,
wegsiehst,1,wegsiehst,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
knarrt,1,knarren,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
dringen,1,dringen,VERB,,,,Inf,,,,,,,,,
unmittelbar,1,unmittelbar,ADV,,,,,,,,Pos,,,,,
voraus,1,voraus,ADP,,,,,,,,,,,,,
miss,1,Miss,NOUN,Sing,Nom,Fem,,,,,,,,,,
leichensack,1,Leichensack,NOUN,Sing,Nom,Masc,,,,,,,,,,
seltsame,1,seltsam,ADJ,Sing,Nom,Fem,,,,,Pos,,,,,
bedeuten,1,bedeuten,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
besetzt,1,besetzen,VERB,,,,Part,,,,,,,,,
woraus,1,woraus,ADV,,,,,,,,,Int,,,,
nullsymmetrische,1,nullsymmetrischer,ADJ,Plur,Nom,Fem,,,,,Pos,,,,,
zwergenstern,1,zwergenstern,VERB,,,,Inf,,,,,,,,,
legierung,1,Legierung,NOUN,Sing,Nom,Fem,,,,,,,,,,
dichteste,1,dichte,ADJ,Sing,Nom,Fem,,,,,Sup,,,,,
material,1,Material,NOUN,Sing,Nom,Neut,,,,,,,,,,
dringt,1,dringen,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
errichten,1,errichten,VERB,,,,Inf,,,,,,,,,
perfekten,1,Perfekt,NOUN,Plur,Nom,Masc,,,,,,,,,,
durchdringen,1,durchdringen,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
funkwellen,1,funkwellen,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
winzigste,1,winzig,ADJ,Sing,Nom,Fem,,,,,Sup,,,,,
partikel,1,Partikel,NOUN,Sing,Nom,Masc,,,,,,,,,,
abgeschnitten,1,abschneiden,VERB,,,,Part,,,,,,,,,
bisher,1,bisher,ADV,,,,,,,,,,,,,
beschwerden,1,Beschwerde,VERB,,,,Part,,,,,,,,,
beunruhigend,1,beunruhigend,ADV,,,,,,,,Pos,,,,,
flog,1,fliegen,VERB,Sing,,,Fin,3,Ind,Past,,,,,,
landungstrupp,1,landungstrupp,PROPN,Sing,Nom,,,,,,,,,,,
besatzungsmacht,1,besatzungsmachen,VERB,,,,Part,,,,,,,,,
neil,1,Neil,NOUN,Sing,Nom,Masc,,,,,,,,,,
armstrongs,1,armstrongs,ADV,,,,,,,,,,,,,
wenigen,1,weniger,DET,Plur,Dat,,,,,,,Ind,,,,
betreten,1,betreten,VERB,,,,Inf,,,,,,,,,
versicherte,1,versichern,VERB,Sing,,,Fin,3,Ind,Past,,,,,,
amerikas,1,Amerika,PROPN,Sing,Gen,Neut,,,,,,,,,,
einsatz,1,Einsatz,NOUN,Sing,Nom,Masc,,,,,,,,,,
check,1,Check,PROPN,Sing,Nom,,,,,,,,,,,
herausgefunden,1,herausfinden,VERB,,,,Part,,,,,,,,,
staat,1,Staat,NOUN,Sing,Nom,Masc,,,,,,,,,,
konzentration,1,Konzentration,NOUN,Sing,Nom,Fem,,,,,,,,,,
rausgestellt,1,rausgestellen,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
irrte,1,irren,VERB,Sing,,,Fin,3,Ind,Past,,,,,,
vorgaben,1,vorgeben,VERB,Plur,,,Fin,3,Ind,Past,,,,,,
jagen,1,jagen,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
wegsieht,1,wegsiehen,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
verbracht,1,verbringen,VERB,,,,Part,,,,,,,,,
entdeckt,1,entdecken,VERB,,,,Part,,,,,,,,,
knarrte,1,knarrn,VERB,Sing,,,Fin,3,Ind,Past,,,,,,
atmete,1,atmen,VERB,Sing,,,Fin,3,Ind,Past,,,,,,
drangen,1,dringen,VERB,Plur,,,Fin,3,Ind,Past,,,,,,
bestimmt,1,bestimmen,VERB,,,,Part,,,,,,,,,
nano,1,Nano,PROPN,Sing,Nom,Masc,,,,,,,,,,
recorder,1,Recorder,ADJ,Sing,Nom,Masc,,,,,Pos,,,,,
verschmilzt,1,verschmilzen,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
knorpeln,1,knorpeln,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
verbindet,1,verbinden,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
sprachzentrum,1,sprachzentrum,NOUN,Sing,Nom,Neut,,,,,,,,,,
eurem,1,eurem,ADJ,Sing,Nom,Fem,,,,,Sup,,,,,
aktiviert,1,aktivieren,VERB,,,,Part,,,,,,,,,
unterbrecht,1,unterbrecht,ADV,,,,,,,,,,,,,
blinken,1,blinken,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
kontrollieren,1,kontrollieren,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
hattet,1,hatten,VERB,,,,Part,,,,,,,,,
merkt,1,merken,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
informationen,1,Information,NOUN,Plur,Nom,Fem,,,,,,,,,,
erneuern,1,erneuern,VERB,,,,Inf,,,,,,,,,
blinkt,1,blinken,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
behalten,1,behalten,VERB,,,,Inf,,,,,,,,,
augenkontakt,1,augenkontaken,VERB,,,,Part,,,,,,,,,
umdrehen,1,umdreh,VERB,,,,Inf,,,,,,,,,
hologramm,1,Hologramm,NOUN,Sing,Nom,Neut,,,,,,,,,,
extrapoliert,1,extrapolieren,VERB,,,,Part,,,,,,,,,
foto,1,foto,VERB,Sing,,,Fin,3,Ind,Past,,,,,,
amys,1,amys,NOUN,Sing,Nom,Fem,,,,,,,,,,
abbildung,1,Abbildung,NOUN,Sing,Nom,Neut,,,,,,,,,,
beschreiben,1,beschreiben,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
richteten,1,richten,VERB,Plur,,,Fin,3,Ind,Past,,,,,,
einpflanzte,1,einpflanzen,ADJ,Sing,Nom,Fem,,,,,Pos,,,,,
weltherrschaft,1,Weltherrschaft,NOUN,Sing,Nom,Fem,,,,,,,,,,
kinderheime,1,Kinderheime,NOUN,Sing,Nom,Neut,,,,,,,,,,
reinkommen,1,reinkommen,VERB,,,,Inf,,,,,,,,,
vermisstes,1,vermisstes,ADJ,Sing,Nom,Neut,,,,,Pos,,,,,
schreibereien,1,Schreibereie,NOUN,Plur,Nom,Fem,,,,,,,,,,
graystark,1,Graystark,ADV,,,,,,,,Pos,,,,,
hall,1,Hall,PROPN,Sing,Nom,Masc,,,,,,,,,,
missverstanden,1,missverstand,VERB,,,,Inf,,,,,,,,,
juli,1,Juli,NOUN,Sing,Nom,Masc,,,,,,,,,,
durchgeknallt,1,durchgeknallt,VERB,,,,Part,,,,,,,,,
frittieren,1,frittieren,VERB,,,,Inf,,,,,,,,,
findet,1,finden,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
beeilt,1,beeilen,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
bekomme,1,bekommen,VERB,Sing,,,Fin,3,Sub,Pres,,,,,,
eingebaut,1,einbauen,VERB,,,,Part,,,,,,,,,
kommando,1,Kommando,NOUN,Sing,Nom,Neut,,,,,,,,,,
modul,1,Modul,PROPN,Sing,Nom,Masc,,,,,,,,,,
streng,1,streng,ADV,,,,,,,,Pos,,,,,
geheimen,1,geheim,VERB,,,,Inf,,,,,,,,,
mission,1,Mission,NOUN,Sing,Nom,Fem,,,,,,,,,,
gardner,1,Gardner,NOUN,Plur,Nom,Masc,,,,,,,,,,
sicherheitsabteilung,1,Sicherheitsabteilung,NOUN,Sing,Nom,Fem,,,,,,,,,,
ruhen,1,ruhen,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
ursache,1,ursach,ADJ,Sing,Nom,Fem,,,,,Pos,,,,,
hoffen,1,hoffen,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
gesunden,1,sunden,VERB,,,,Part,,,,,,,,,
gesunder,1,Gesunder,NOUN,Sing,Nom,Neut,,,,,,,,,,
walten,1,walten,VERB,,,,Inf,,,,,,,,,
brach,1,brechen,VERB,Sing,,,Fin,3,Ind,Past,,,,,,
freilassen,1,freilassen,VERB,,,,Inf,,,,,,,,,
wichtigen,1,wichtig,VERB,,,,Inf,,,,,,,,,
amerikanische,1,amerikanisch,ADJ,Sing,Nom,Fem,,,,,Pos,,,,,
volk,1,Volk,NOUN,Sing,Nom,Neut,,,,,,,,,,
oberbefehlshaber,1,Oberbefehlshaber,ADV,,,,,,,,,,,,,
gentlemen,1,gentlemen,NOUN,Sing,Nom,Neut,,,,,,,,,,
salutiert,1,salutieren,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
froh,1,froh,ADV,,,,,,,,Pos,,,,,
verfehlt,1,verfehlen,VERB,,,,Part,,,,,,,,,
beherrscht,1,beherrschen,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
einfluss,1,Einfluss,ADV,,,,,,,,Sup,,,,,
rausgeholt,1,rausgeholen,VERB,,,,Part,,,,,,,,,
aufnahme,1,Aufnahme,NOUN,Sing,Nom,Fem,,,,,,,,,,
eingestellt,1,einstellen,VERB,,,,Part,,,,,,,,,
gegenwart,1,Gegenwart,NOUN,Sing,Nom,Fem,,,,,,,,,,
richtung,1,Richtung,NOUN,Sing,Nom,Fem,,,,,,,,,,
mitbringen,1,mitbringen,VERB,,,,Inf,,,,,,,,,
geflohen,1,fliehen,VERB,,,,Part,,,,,,,,,
herrschen,1,herrschen,VERB,,,,Inf,,,,,,,,,
tagelang,1,tagelang,ADV,,,,,,,,Pos,,,,,
keineswegs,1,keineswegs,ADV,,,,,,,,,,,,,
bedanken,1,bedanken,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
leistet,1,leisten,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
astronauten,1,astronauen,VERB,Plur,,,Fin,3,Ind,Past,,,,,,
knapp,1,knapp,ADV,,,,,,,,Pos,,,,,
exoskelett,1,Exoskelett,NOUN,Sing,Nom,Neut,,,,,,,,,,
lebenserhaltungssystem,1,Lebenserhaltungssystem,NOUN,Sing,Nom,Neut,,,,,,,,,,
verschiedene,1,verschieden,ADJ,Sing,Nom,Fem,,,,,Pos,,,,,
technologien,1,Technologie,NOUN,Plur,Nom,Fem,,,,,,,,,,
verbaut,1,verbaut,VERB,,,,Part,,,,,,,,,
sonnenlicht,1,sonnenlichen,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
integrierte,1,integriern,VERB,Sing,,,Fin,3,Ind,Past,,,,,,
kommunikations,1,Kommunikation,NOUN,Sing,Gen,Neut,,,,,,,,,,
system,1,System,NOUN,Sing,Nom,Neut,,,,,,,,,,
einhacken,1,einhacken,VERB,,,,Inf,,,,,,,,,
telefonnetz,1,Telefonnetz,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
instanz,1,Instanz,NOUN,Sing,Nom,Fem,,,,,,,,,,
nachtschrecken,1,nachtschrecken,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
direktem,1,direkt,PRON,Sing,Dat,Masc,,,,,,Ind,,,,
draht,1,drahen,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
umschlag,1,Umschlag,NOUN,Sing,Nom,Masc,,,,,,,,,,
weiterhelfen,1,weiterhelfen,VERB,,,,Inf,,,,,,,,,
gekauft,1,kaufen,VERB,,,,Part,,,,,,,,,
papier,1,Papier,NOUN,Sing,Nom,Neut,,,,,,,,,,
tardisblau,1,tardisblau,ADV,,,,,,,,Pos,,,,,
nem,1,ner,PRON,Sing,Dat,Masc,,,,,,Ind,,,,
fremden,1,fremde,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
herzitiert,1,herzitieren,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
entgegengesetzt,1,entgegengesetzen,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
male,1,mal,ADJ,Sing,Nom,Fem,,,,,Pos,,,,,
aufziehen,1,aufziehen,VERB,,,,Inf,,,,,,,,,
freiraum,1,Freiraum,NOUN,Sing,Nom,Masc,,,,,,,,,,
vorhaben,1,vorhaben,VERB,,,,Inf,,,,,,,,,
erkenntnis,1,Erkenntnis,NOUN,Sing,Nom,Fem,,,,,,,,,,
sowieso,1,sowieso,ADV,,,,,,,,,,,,,
houston,1,Houston,PROPN,Sing,Nom,Masc,,,,,,,,,,
parasiten,1,parasiten,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
hyperparasiten,1,hyperparasit,VERB,Plur,,,Fin,3,Ind,Past,,,,,,
agieren,1,agieren,VERB,,,,Inf,,,,,,,,,
verborgenen,1,verborgenen,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
weltweit,1,weltweit,ADV,,,,,,,,Pos,,,,,
erfolgt,1,erfolgen,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
vollen,1,vellen,VERB,,,,Inf,,,,,,,,,
verzeihung,1,Verzeihung,NOUN,Sing,Nom,Fem,,,,,,,,,,
sergeant,1,sergeanen,ADV,,,,,,,,Pos,,,,,
grundlos,1,grundlos,ADV,,,,,,,,Pos,,,,,
herbeordert,1,herbeorderen,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
wunden,1,wunden,VERB,,,,Inf,,,,,,,,,
versorgen,1,versorgen,VERB,,,,Inf,,,,,,,,,
narr,1,Narr,ADV,,,,,,,,Pos,,,,,
lenken,1,lenken,VERB,,,,Inf,,,,,,,,,
begann,1,beginnen,VERB,Sing,,,Fin,3,Ind,Past,,,,,,
wille,1,wille,NOUN,Plur,Nom,Masc,,,,,,,,,,
scheint,1,scheinen,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
insassen,1,Insasse,NOUN,Plur,Nom,Masc,,,,,,,,,,
verschlingen,1,verschlingen,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
wiedersehe,1,wiedersehen,VERB,Sing,,,Fin,3,Sub,Pres,,,,,,
ordentlich,1,ordentlich,ADV,,,,,,,,Pos,,,,,
vorerst,1,vorerst,ADV,,,,,,,,,,,,,
tote,1,tot,ADJ,Sing,Nom,Fem,,,,,Pos,,,,,
geisel,1,Geisel,PROPN,Sing,Nom,,,,,,,,,,,
reich,1,reich,ADV,,,,,,,,Pos,,,,,
vertreiben,1,vertreiben,VERB,Plur,,,Fin,3,Ind,Past,,,,,,
centurio,1,Centurio,PROPN,Sing,Nom,,,,,,,,,,,
vergisst,1,vergisst,VERB,,,,Part,,,,,,,,,
holt,1,holen,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
beispiellose,1,beispiellose,NOUN,Sing,Nom,Fem,,,,,,,,,,
entscheidenden,1,entscheidend,VERB,,,,Part,,,,,,,,,
armstrong,1,Armstrong,PROPN,Sing,Nom,Fem,,,,,,,,,,
aldrin,1,Aldrin,NOUN,Sing,Nom,Fem,,,,,,,,,,
beginnen,1,beginnen,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
sinkflug,1,Sinkflug,NOUN,Sing,Nom,Masc,,,,,,,,,,
boden,1,Boden,NOUN,Sing,Nom,Masc,,,,,,,,,,
blass,1,Blass,VERB,Sing,,,Fin,3,Ind,Past,,,,,,
aufregung,1,Aufregung,NOUN,Sing,Nom,Fem,,,,,,,,,,
verehren,1,verehren,VERB,,,,Inf,,,,,,,,,
hervorbringen,1,hervorbringen,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
zweck,1,zweck,NOUN,Sing,Nom,Masc,,,,,,,,,,
herzubringen,1,herzubringen,VERB,,,,Part,,,,,,,,,
zukommt,1,zukommen,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
hergebracht,1,herbringen,VERB,,,,Part,,,,,,,,,
leib,1,leib,ADV,,,,,,,,Pos,,,,,
aickman,1,aickman,ADV,,,,,,,,Pos,,,,,
road,1,road,X,,,,,,,,,,,,,
silent,1,silent,ADV,,,,,,,,Pos,,,,,
haar,1,Haar,NOUN,Sing,Nom,Neut,,,,,,,,,,
gegensatz,1,Gegensatz,NOUN,Sing,Nom,Masc,,,,,,,,,,
zwing,1,zwing,VERB,Sing,,,Fin,3,Ind,Past,,,,,,
flirten,1,flirten,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
angreifer,1,Angreifer,NOUN,Plur,Nom,Masc,,,,,,,,,,
lose,1,lose,NOUN,Sing,Nom,Fem,,,,,,,,,,
quiz,1,quiz,PROPN,Sing,Nom,Neut,,,,,,,,,,
veranstalten,1,veranstalten,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
kapitulation,1,Kapitulation,NOUN,Sing,Nom,Fem,,,,,,,,,,
akzeptieren,1,akzeptieren,VERB,,,,Inf,,,,,,,,,
gelitten,1,gelitten,VERB,,,,Part,,,,,,,,,
starben,1,sterben,VERB,Plur,,,Fin,3,Ind,Past,,,,,,
erwischt,1,erwischen,VERB,,,,Part,,,,,,,,,
davonkommen,1,davonkommen,VERB,,,,Inf,,,,,,,,,
weihnachten,1,Weihnachten,NOUN,Sing,Nom,Neut,,,,,,,,,,
abgelaufen,1,ablaufen,VERB,,,,Part,,,,,,,,,
geschichtsstunde,1,geschichtsstund,ADJ,Plur,Nom,Masc,,,,,Pos,,,,,
live,1,live,ADV,,,,,,,,Pos,,,,,
ausbreiten,1,ausbreiten,VERB,,,,Inf,,,,,,,,,
irgendwann,1,irgendwann,ADV,,,,,,,,,,,,,
wagte,1,wagen,VERB,Sing,,,Fin,3,Ind,Past,,,,,,
exekution,1,Exekution,NOUN,Sing,Nom,Fem,,,,,,,,,,
befohlen,1,befohlen,VERB,,,,Inf,,,,,,,,,
arsch,1,arsch,ADV,,,,,,,,Pos,,,,,
soeben,1,soeben,ADV,,,,,,,,,,,,,
generationen,1,nerationen,VERB,,,,Part,,,,,,,,,
befehlen,1,befehlen,VERB,,,,Inf,,,,,,,,,
vertreibt,1,vertreiben,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
suchst,1,Suchst,VERB,Plur,,,,2,Imp,,,,,,,
ups,1,ups,X,,,,,,,,,,,,,
kriege,1,kriegen,NOUN,Plur,Nom,Masc,,,,,,,,,,
verschwindet,1,verschwinden,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
beeilung,1,Beeilung,NOUN,Sing,Nom,Fem,,,,,,,,,,
bau,1,Bau,NOUN,Sing,Nom,Masc,,,,,,,,,,
schrank,1,Schrank,PROPN,Sing,Nom,Fem,,,,,,,,,,
flieg,1,fleigen,VERB,Sing,,,Fin,3,Ind,Past,,,,,,
bezeichnet,1,bezeichnen,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
trottel,1,Trottel,NOUN,Sing,Nom,Masc,,,,,,,,,,
wiegen,1,wiegen,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
nachts,1,nachts,ADV,,,,,,,,,,,,,
erscheint,1,erscheinen,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
beantworte,1,beantworn,VERB,Sing,,,Fin,3,Sub,Past,,,,,,
amtsantritt,1,amtsantreten,NOUN,Sing,Acc,Masc,,,,,,,,,,
tricky,1,Tricky,PROPN,Sing,Nom,,,,,,,,,,,
schwarz,1,schwarz,ADV,,,,,,,,Pos,,,,,
liberaler,1,liberal,ADV,,,,,,,,Cmp,,,,,
modern,1,modern,ADV,,,,,,,,Pos,,,,,
entscheidung,1,Entscheidung,NOUN,Sing,Nom,Fem,,,,,,,,,,
melde,1,melde,PROPN,Sing,Nom,,,,,,,,,,,
thermokupplungen,1,thermokupplungen,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
spinnt,1,spinnen,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
nachwirkungen,1,nachwirkungen,PRON,Plur,Nom,Masc,,,,,,Dem,,,,
halbwegs,1,halbwegs,ADV,,,,,,,,,,,,,
normal,1,normal,ADV,,,,,,,,Pos,,,,,
meintest,1,Meintest,NOUN,Sing,Nom,Masc,,,,,,,,,,
bester,1,gut,CCONJ,,,,,,,,,,,,,
reiste,1,reisen,VERB,Sing,,,Fin,3,Ind,Past,,,,,,
auswirkungen,1,Auswirkung,VERB,,,,Inf,,,,,,,,,
faires,1,faires,ADJ,Sing,Nom,Neut,,,,,Pos,,,,,
argument,1,Argument,NOUN,Sing,Nom,Neut,,,,,,,,,,
stimmung,1,Stimmung,NOUN,Sing,Nom,Fem,,,,,,,,,,
patzige,1,patzig,ADJ,Sing,Nom,Fem,,,,,Pos,,,,,
verwundet,1,verwunden,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
weck,1,Weck,PROPN,Sing,Nom,Masc,,,,,,,,,,
rutschte,1,rutschen,VERB,Sing,,,Fin,3,Ind,Past,,,,,,
fiel,1,fallen,VERB,Sing,,,Fin,3,Ind,Past,,,,,,
rigger,1,rigg,ADV,,,,,,,,Cmp,,,,,
andern,1,anderer,VERB,,,,Inf,,,,,,,,,
anzeichen,1,anzeich,NOUN,Sing,Nom,Neut,,,,,,,,,,
kampfs,1,Kampfs,X,,,,,,,,,,Yes,,,
haifischbeute,1,haifischbeut,ADJ,Sing,Nom,Fem,,,,,Pos,,,,,
wartend,1,wartend,ADV,,,,,,,,Pos,,,,,
abgegeben,1,abgeben,VERB,,,,Part,,,,,,,,,
bemerkten,1,bemerkten,VERB,Plur,,,Fin,3,Ind,Past,,,,,,
problematisches,1,problematisch,ADJ,Sing,Nom,Neut,,,,,Pos,,,,,
quasi,1,quasi,ADV,,,,,,,,,,,,,
probleme,1,Problem,NOUN,Plur,Nom,Neut,,,,,,,,,,
blaue,1,blauen,VERB,Sing,,,Fin,3,Sub,Pres,,,,,,
magie,1,Magie,NOUN,Sing,Nom,Fem,,,,,,,,,,
geister,1,Geist,NOUN,Plur,Nom,Masc,,,,,,,,,,
auftauchen,1,auftauchen,VERB,,,,Inf,,,,,,,,,
multidimensionale,1,multidimensional,ADJ,Sing,Nom,Fem,,,,,Pos,,,,,
technik,1,Technik,NOUN,Sing,Nom,Fem,,,,,,,,,,
matrosen,1,Matrosen,VERB,,,,Inf,,,,,,,,,
abgesehen,1,absehen,VERB,,,,Part,,,,,,,,,
einquartiert,1,einquartieren,VERB,,,,Part,,,,,,,,,
segelten,1,segelen,VERB,Plur,,,Fin,3,Ind,Past,,,,,,
gastfreundschaft,1,gastfreundschaft,ADV,,,,,,,,Pos,,,,,
stellenbeschreibung,1,stellenbeschreibung,NOUN,Sing,Nom,Fem,,,,,,,,,,
papagei,1,Papagei,PROPN,Sing,Nom,Neut,,,,,,,,,,
gering,1,gering,ADV,,,,,,,,Pos,,,,,
